Stage Name,Full Name,Korean Name,Korean Stage Name,Date of Birth,Group,Country,Second Country,Height,Weight,Birthplace,Other Group,Former Group,Gender,Position,Instagram,Twitter
Sohee,Kim Sohee,김소희,소희,12/31/1999,ELRIS,South Korea,,0,0,,,,F,,,
Sohee,Kim Sohee,김소희,소희,8/14/2003,Rocket Punch,South Korea,,161,46,,,,F,,,
Sohye,Kim Sohye,김소혜,소혜,7/19/1999,,South Korea,,0,0,Seoul,,I.O.I,F,,,
Sohyun,Kwon Sohyun,권소현,소현,8/30/1994,4minute,South Korea,,162,0,Seoul,,,F,,kkwonsso_94,
Sojin,Park Sojin,박소진,소진,5/21/1986,Girl's Day,South Korea,,167,47,Daegu,,,F,,ssozi_sojin,
Sojin,Jo Sojin,조소진,소진,10/11/1991,9Muses,South Korea,,170,47,Gwangju,9MUSES A,,F,,josojin_1011,
Sojin,Hong Sojin,홍소진,소진,9/24/1999,Hashtag,South Korea,,163,0,,,,F,,,
Sojung,Lee Sojung,이소정,소정,9/3/1993,Ladies' Code,South Korea,,0,0,Wonju,,,F,,,
Solar,Kim Yongsun,김용선,솔라,2/21/1991,Mamamoo,South Korea,,163,43,Seoul,,,F,Leader,,
Solbin,Ahn Solbin,안솔빈,솔빈,8/19/1997,LABOUM,South Korea,,169,52,Ojeonggu,,,F,Visual,,
Solji,Heo Solji,허솔지,솔지,1/10/1989,EXID,South Korea,,170,0,Seongnam,,,F,,soul.g_heo,
Somi,Jeon Somi,전소미,소미,3/9/2001,,South Korea,Canada,0,0,Ontario,,I.O.I,F,,,
Somin,Jang Somin,장소민,소민,11/10/1993,BADKIZ,South Korea,,0,0,Gwangmyeon,,,F,,somin.92,
Somin,Jeon Somin,전소민,소민,8/22/1996,KARD,South Korea,,0,0,Seoul,,April,F,,,
Somyi,Ahn Somyi,안솜이,솜이,1/26/2000,DIA,South Korea,,0,0,Changwon,L.U.B,,F,,,
Song,Song Yunhyeong,송윤형,송,2/8/1995,iKON,South Korea,,0,0,,,,M,,,
Songhee,Yoon Songhee,윤송희,송희,11/8/1998,BVNDIT,South Korea,,0,0,,,,F,,,
Soobin,Park Soobin,박수빈,수빈,9/14/1996,Cosmic Girls,South Korea,,159,0,Seoul,,,F,,,
Soobin,Choi Soobin,최수빈,수빈,12/5/2000,TXT,South Korea,,184,65,,,,M,,,
Soohyun,Shin Soohyun,신수현,수현,3/11/1989,U-KISS,South Korea,,0,0,Pocheon,,,M,,,
Soojin,Seo Soojin,서수진,수진,3/9/1998,(G)I-DLE,South Korea,,0,0,,,,F,,,
Sooyoung,Choi Sooyoung,최수영 ,수영 ,2/10/1990,SNSD,South Korea,,170,48,Gwangju,,,F,,hotsootuff,
Sorn,Chonnasorn Sajakul,촌나손 사짜꾼,손,11/18/1996,CLC,Thailand,,164,0,Bangkok,,,F,,,
Soso,Wang Chingyi,왕징이,소소,3/14/2001,GWSN,Taiwan,,0,0,,,,F,,,
Sowon,Kim Sojung,김소정,소원,12/7/1995,Gfriend,South Korea,,172,0,Seoul,,,F,,,
Soyee,Jang Sojin,장소진,소이,11/21/1996,Gugudan,South Korea,,0,0,,,,F,,,
Soyeon,Jung Soyeon,정소연,소연,5/4/1994,LABOUM,South Korea,,161,44,Gwangju,,,F,Main Vocalist,,
Soyeon,Park Soyeon,박소연,소연,10/5/1987,T-ara,South Korea,,163,46,Andong,,,F,,melodysoyani,
Soyeon,Jeon Soyeon,전소연,소연,8/26/1998,(G)I-DLE,South Korea,,157,42,,,,F,,,
Soyou,Kang Jihyun,강지현,소유,2/12/1992,SISTAR,South Korea,,0,0,,,,F,,soooo_you,
Soyoung,Yoo Soyoung,유소영,소영,3/29/1996,,South Korea,,0,0,Seoul,,,F,,ssossolovely,
Soyul,Park Hyekyeong,박혜경,소율,5/15/1991,Crayon Pop,South Korea,,160,0,Seoul,,,F,,,
St. Van,Lee Geumhyuk,이금혁,세인트 반,12/22/1991,VAV,South Korea,,182,70,,,,M,,,
Sua,Kim Bora,김보라,수아,8/10/1994,Dreamcatcher,South Korea,,164,0,Changwon,,Minx,F,,,
Sua,Yang Sua,양수아,수아,3/24/1995,Hashtag,South Korea,,169,0,Gwangju,,,F,,,
Subin,Park Subin,박수빈,수빈,2/12/1994,Dal Shabet,South Korea,,0,0,Gwangju,,,F,,,
Subin,Jung Subin,정수빈,수빈,4/5/1999,VICTON,South Korea,,0,0,,,,M,,,
Subin,Oh Subin,오수빈,수빈,9/30/1998,Hashtag,South Korea,,172,0,,,,F,,,
Suga,Min Yoongi,민윤기,슈가,3/9/1993,BTS,South Korea,,176,59,Daegu,,,M,,,
Sugyeong,Jo Sugyeong,조수경,수경,1/12/2000,Favorite,South Korea,,0,0,Haenam,,,F,,,
Suho,Kim Junmyeon,김준면,수호,5/22/1991,EXO,South Korea,,173,65,Seoul,,,M,,,
Suhyeon,Kim Seunghyun,김승현,수현,4/19/1988,S#aFLA,South Korea,,0,0,,,1PS,F,,,
Suhyun,Choi Hyunggeun,최형근,수현,10/1/1992,SNUPER,South Korea,,0,0,Bucheon,,,M,,,
Sujeong,Ryu Sujeong,류수정,수정,11/19/1997,Lovelyz,South Korea,,168,48,Daejeon,,,F,,,
Suji,Lee Suji,이수지,수지,3/20/1998,UNI.T,South Korea,,0,0,Busan,,The Ark,F,,,
Sujin,Bang Sujin,방수진,수진,6/26/1996,Wassup,South Korea,,0,0,,,,F,,,
Sulli,Choi Jinri,최진리,설리,3/29/1994,,South Korea,,0,0,Busan,,f(x),F,,,
Sumin,Ji Sumin,지수민,수민,3/3/1994,Sonamoo,South Korea,,168,0,Yongin,,,F,Leader,,SONAMOO_SuMin
Sumin,Park Sumin,박수민,수민,9/9/2001,Dreamnote,South Korea,,166,46,,,,F,,,
Sun J,Jeon Heesun,전희선,썬제이,2/13/2001,Girlkind,South Korea,,0,165,,,,F,,,
Sungah,Son Sungah,손성아,성아,7/8/1989,9Muses,South Korea,Fiji,172,48,Suma,,,F,,ssungahhbaby,
Sunghyuk,Seo Sunghyuk,서성혁,성혁,8/26/1999,,South Korea,,170,0,,,,M,,sunghyuk_seo,
Sunghyun,Kim Sunghyun,김성현,성현,3/16/1996,IN2IT,South Korea,,186,71,,,,M,,,
Sungjae,Yook Sungjae,육성재,성재,5/2/1995,BtoB,South Korea,,180,68,Yongin,Big Byung,,M,,,
Sungjin,Park Sungjin,박성진,성진,2/16/1993,DAY6,South Korea,,0,0,,,,M,Guitarist,,
Sungjong,Lee Sungjong,이성종,성종,9/3/1993,Infinite,South Korea,,177,54,Gwangju,Infinite F,,M,,,
Sungjoo,Kim Sungjoo,김성주,성주,2/16/1994,UNIQ,South Korea,,180,65,,,,M,,,
Sungjun,Park Sungjun,박성준,성준,12/17/1992,Boys Republic,South Korea,,175,55,Ansan,,,M,,,
Sungkyu,Kim Sungkyu,김성규,성규,4/28/1989,Infinite,South Korea,,178,62,Jeonju,,,M,Leader,,
Sungmin,Lee Sungmin,이성민,성민,1/1/1986,Super Junior,South Korea,,175,57,Gyeonggi,Super Junior-M,,M,,,
Sungmin,Oh Sungmin,오성민,성민,12/31/1990,Bigflo,South Korea,,0,0,,,,M,,,
Sungoh,Yoo Sungoh,유성오,성오,1/8/1991,,South Korea,,0,0,,,24K,M,,,
Sungwon,Park Sungwon,박성원,성원,12/18/2003,1the9,South Korea,,177,58,Seoul,,,M,,,
Sungwoon,Ha Sungwoon,하성운,성운,3/22/1994,Wanna One,South Korea,,0,0,Goyang,HOTSHOT,,M,,,
Sungyeol,Lee Sungyeol,이성열,성열,8/27/1991,Infinite,South Korea,,183,59,Yongin,Infinite F,,M,,,
Sungyeon,Bae Sungyeon,배성연,성연,5/25/1999,Pristin,USA,South Korea,0,0,California,,,F,,,
Sunhwa,Han Sunhwa,한선화,선화,10/6/1990,,South Korea,,0,0,Busan,,SECRET,F,,shh_daily,
Sunmi,Lee Sunmi,이선미,선미,5/2/1992,Wonder Girls,South Korea,,167,0,Iksan,,,F,,miyayeah,
Sunn,Hwang Jiwon,황지원,선,2/7/2000,Cignature,South Korea,,0,0,Jincheon,,Good Day,F,,,
Sunny,Lee Sunkyu,이순규 ,써니,5/15/1989,SNSD,South Korea,,158,43,California,,,F,,svnnynight,
Sunshine,Kim Minjung,김민정,선샤인,6/20/2002,NATURE,South Korea,,0,0,,,,F,,,
Sunwoo,Choi Sunwoo,최선우,선우,3/12/1992,Boys Republic,South Korea,,183,65,Seoul,,,M,,,
Sunwoo,Kim Sunwoo,김선우,선우,4/12/2000,The Boyz,South Korea,,177,64,,,,M,,,
Sunyoul,Seon Yein,선예인,선율,11/6/1996,UP10TION,South Korea,,0,0,Wando,,,M,,,
Surin,Kim Surin,김수린,수린,12/27/1991,Two X,South Korea,,0,0,,,,F,,,
Suwoong,Lee Suwoong,이수웅,수웅,1/20/1995,Boys Republic,South Korea,,174,56,,,,M,,,
Suyeon,Ji Suyeon,지수연,수연,4/20/1997,Weki Meki,South Korea,,0,0,,,,F,,,
Suyun,Kim Suyun,김수윤,수윤,3/17/2001,Rocket Punch,South Korea,,169,52,,,,F,,,
Suzy,Bae Suji,배수지,수지,10/10/1994,miss A,South Korea,,168,0,Gwangju,,,F,,skuukzky,
Swan,Kim Suan,김수안,수안,12/28/2000,CRAXY,South Korea,,0,0,,,,F,,,
T.O.P,Choi Seunghyun,최승현,탑,11/4/1987,BIGBANG,South Korea,,180,65,Seoul,GD&TOP,,M,,,
Taecyeon,Ok Taecyeon,옥택연,택연,12/27/1988,2PM,South Korea,,185,76,Busan,,,M,,,
Taedong,Kim Taedong,김태동,태동,11/7/1997,GIDONGDAE,South Korea,,177,61,,,,M,,,
Taeeun,Moon Taeeun,문태은,태은,2/9/2000,IM,South Korea,,175,0,,,,M,,,
Taeha,Yoo Taeha,유태하,태하,10/5/1995,Berry Good,South Korea,,162,0,,,,F,,,
Taeha,Kim Taeha,김태하,태하,6/3/1998,MOMOLAND,South Korea,,0,0,Jeonju,,,F,,,
Taeheon,Kim Taeheon,김태헌,태헌,6/18/1989,ZE:A,South Korea,,0,0,Gwangju,,,M,,,
Taehyun,Nam Taehyun,남태현,태현,5/10/1994,,South Korea,,0,0,Hanam,,WINNER,M,,,
Taehyun,Noh Taehyun,노태현,태현,10/15/1993,HOTSHOT,South Korea,,0,0,Seoul,JBJ,,M,,,
Taehyun,Kang Taehyun,강태현,태현,2/5/2002,TXT,South Korea,,0,0,,,,M,,,
Taeil,Lee Taeil,이태일,태일,9/24/1990,Block B,South Korea,,167,57,Seoul,,,M,,,
Taeil,Moon Taeil,문태일,태일,6/14/1994,NCT,South Korea,,0,0,,"NCT U, NCT 127",,M,,,
Taekhyeon,Jung Taekhyeon,정택현,택현,7/28/2003,1the9,South Korea,,178,66,Gunpo,,,M,,,
Taemin,Lee Taemin,이태민,태민,7/18/1993,SHINee,South Korea,,177,53,Seoul,SuperM,,M,,,
Taera,Lee Yujin,이유진,태라,4/12/1994,Gate9,South Korea,,161,0,Incheon,,,F,,taera9nine,
Taeseon,Yang Taeseon,양태선,태선,9/17/2000,TRCNG,South Korea,,182,0,,,,M,,,
Taesung,Lee Taesung,이태승,태승,12/19/2003,TEEN TEEN,South Korea,,184,64,,,,M,,,
Taewoo,Kim Taewoo,김태우,태우,4/23/1999,1the9,South Korea,,172,62,,,,M,,,
Taewoong,Yoo Taewoong,유태웅,태웅,5/24/1994,SNUPER,South Korea,Japan,0,0,,,,M,,,
Taeyang,Dong Youngbae,동영배,태양,5/18/1988,BIGBANG,South Korea,,174,56,Uljeongbu,,,M,,,
Taeyang,Yoo Taeyang,유태양,태양,2/28/1997,SF9,South Korea,,0,0,,,,M,,,
Taeyeon,Kim Taeyeon,김태연,태연,3/9/1989,SNSD,South Korea,,160,44,Jeonju,"TTS, Oh!GG",,F,"Leader, Main Vocalist",taeyeon_ss,
Taeyong,Lee Taeyong,이태용,태용,7/1/1995,NCT,South Korea,,0,0,,"NCT U, NCT 127,SuperM",,M,,,
Taeyoung,Kim Taeyoung,김태영,태영,1/27/2003,CRAVITY,South Korea,,0,0,,,,M,,,
TAG,Son Youngtaek,손영택,태그,4/13/1998,Golden Child,South Korea,,0,0,,,,M,,,
Takuya,Terada Takuya,테라다 타쿠야,타쿠야,3/18/1992,CROSS GENE,Japan,,187,68,Moriya,,,M,,,
Tao,Hwang Zitao,황자도,타오,5/2/1993,,China,,183,70,Qingdao,,EXO,M,,,
Taro,Choi Wonjin,최원진,타로,11/9/1994,Hot Blood Youth,South Korea,,0,0,,,,M,,,
Ten,Chittaphon Leechaiyapornkul,칫따폰 리차이야뽄꾼,텐,2/27/1996,NCT,Thailand,,0,0,Bangkok,"NCT U,SuperM",,M,,,
Terry,Han Dasom,한다솜,테리,2/2/1998,,South Korea,,0,0,,,NeonPunch,F,,,
The8,Xu Minghao,쉬밍하오,디에잇,11/7/1997,Seventeen,China,,175,53,Anshan,,,M,,,
Thunder,Park Sanghyun,박상현,천둥,10/7/1990,,South Korea,,0,0,Busan,,MBLAQ,M,,,
Tiffany,Hwang Miyoung,황미영,티파니,8/1/1989,SNSD,South Korea,USA,163,50,San Francisco,TTS,,F,,xolovestephi,
Timoteo,Kim Moongyu,김문규,티모테오,1/25/1993,HOTSHOT,South Korea,,0,0,,,,M,,,
Tina,Christine Joy Park,크리스틴 조이 박,티나,9/1/1994,Blady,USA,South Korea,0,0,Los Angeles,,,F,,nuhmootina,
Tzuyu,Chou Tzuyu,저우쯔위,쯔위,6/14/1999,Twice,Taiwan,,169,0,Tainan,,,F,,,
U,Mizuguchi Yuto,미즈구치 유토,유,3/16/1999,ONF,Japan,,0,0,Osaka,,,M,,,
U-Know Yunho,Jung Yunho,정윤호,유노윤호,2/6/1986,TVXQ,South Korea,,0,0,Gwangju,,,M,,,
U-Kwon,Kim Yukwon,김유권,유권,4/9/1992,Block B,South Korea,,176,63,Suwon,Bastarz,,M,,,
U-Si,Yoo Jiyeon,윤지연,유시,11/13/1997,BADKIZ,South Korea,,0,0,Iksan,,,F,,_u_si,
Uchae,Yu Hyejun,유혜준,유채,5/7/2002,NATURE,South Korea,,0,0,,,,F,,,
Uee,Kim Yujin,김유진,유이,4/9/1988,After School,South Korea,,0,0,Daegu,,,F,,,
Uji,Jang Yuji,정유지,유지,1/2/1991,,South Korea,,0,0,,,"EXID, BESTie",F,,yudi_didi,
Umji,Kim Yewon,김예원,엄지,8/19/1998,Gfriend,South Korea,,163,0,Incheon,,,F,,,
V,Kim Taehyung,김태형,뷔,12/30/1995,BTS,South Korea,,179,62,Daegu,,,M,,,
Vernon,Choi Hansol,최한솔,버논,2/18/1998,Seventeen,USA,South Korea,176,56,New York,,,M,,,
Victoria,Song Qian,송치엔,빅토리아,2/2/1987,f(x),China,,168,45,Qingdao,,,F,,victoria02_02,
Viki,Kang Eunhye,강은혜,비키,3/28/1988,,South Korea,,0,0,Seoul,,Dal Shabet,F,,,
Villain,Lee Seunghyun,이승현,빌런,7/17/1998,Spectrum,South Korea,,0,0,,,,M,,,
Vivi,Wong Viian,황가희,비비,12/9/1996,LOONA,Hong Kong,,0,0,Hong Kong,Loona 1/3,,F,,,
Vivian,Park Sunghee,박성희,비비안,12/8/1998,Gate9,South Korea,,0,0,,,,F,,vivian__g9,
Way,Heo Minsun,허민선,웨이,7/12/1990,Crayon Pop,South Korea,,161,0,Seoul,,,F,,baysunny,
Wei,Lee Sungjun,이성준,웨이,7/8/1996,UP10TION,South Korea,,0,0,Seoul,,,M,,,
Wendy,Son Seunghwan,손승완,웬디,2/21/1994,Red Velvet,South Korea,,160,0,Seoul,,,F,,,
Wenhan,Li Wenhan,리원한,원한,7/22/1994,UNIQ,China,,180,64,,,,M,,,
Wheein,Jung Wheein,정휘인,휘인,4/17/1995,Mamamoo,South Korea,,162,43,Jeonju,,,F,Lead Vocalist,,
Win,Bang Junhyuk,방준혁,윈,12/19/2004,MCND,South Korea,,0,0,,,,M,,,
Winwin,Dong Sicheng,뚱쓰청,윈윈,10/28/1997,NCT,China,,0,0,Zhejiang,NCT 127,,M,,,
Wondae,Seol Wondae,설원대,원대,4/28/1998,Dongkiz,South Korea,,180,63,,,,M,,,
Wonho,Shin Hoseok,신호석,원호,3/1/1993,MONSTA X,South Korea,,0,0,Anyang,,,M,,,
Wonjin,Won Jin,원진,원진,1/1/2003,GIDONGDAE,South Korea,,0,0,,,,M,,,
Wonjin,Ham Wonjin,함원진,원진,3/22/2001,CRAVITY,South Korea,,174,57,,,,M,,,
Wonpil,Kim Wonpil,김원필,원필,4/28/1994,DAY6,South Korea,,0,0,,,,M,Keyboardist,,
Wontaek,Ju Wontaek,주원탁,원탁,2/24/1996,,South Korea,,178,0,,,RAINZ,M,,/j_wontagii/,2able_wontop
Wonwoo,Jeon Wonwoo,전원우,원우,7/17/1996,Seventeen,South Korea,,180,57,Changwon,,,M,,,
Wonyoung,Jang Wonyoung,장원영,원영,8/31/2004,IZ*ONE,South Korea,,0,0,Seoul,,,F,,,
Woo-ah,Kim Chaewon,김채원,우아,7/20/1997,CRAXY,South Korea,,0,0,,,,F,,,
Woobin,Seo Woobin,서우빈,우빈,10/16/2000,CRAVITY,South Korea,,0,0,,,,M,,,
Woochul,Shin Woochul,신우철,우철,10/2/2002,Newkidd,South Korea,,0,0,,,,M,,,
Woodam,Park Woodam,박우담,우담,8/2/1995,D1CE,South Korea,,173,0,,,,M,,,
Woohee,Bae Woohee,배우희,우희,9/21/1991,Dal Shabet,South Korea,,0,0,Busan,UNI.T,,F,,,
Woohyun,Nam Woohyun,남우현,우현,2/8/1991,Infinite,South Korea,,176,52,Seoul,Toheart,,M,,,
Woojin,Park Woojin,박우진,우진,11/2/1999,AB6IX,South Korea,,0,0,Busan,,Wanna One,M,,,
Woojin,Lee Woojin,이우진,우진,4/3/2003,TheEastLight,South Korea,,0,0,,,,M,,the_greatest_woojin,
Woojin,Kim Woojin,김우진,우진,4/8/1997,,South Korea,,0,0,Daejeon,,Stray Kids,M,,,
Woojin,Lee Woojin,이우진,우진,4/7/2003,TEEN TEEN,South Korea,,178,65,,,,M,,,
Woojoo,Kim Woojoo,김우주,우주,8/12/1996,Wassup,South Korea,,0,0,,,,F,,,
Woojoo,Kim Sangyoon,김상윤,우주,9/18/1996,14U,South Korea,,0,0,,,,M,,,
Woolim,Hwang Woolim,황우림,우림,8/29/1996,Playback,South Korea,,0,0,,,,F,,,
Woonggi,Cha Woonggi,차웅기,웅기,4/23/2002,TOO,South Korea,,0,0,,,,M,,,
Woori,Go Woori,고우리,우리,2/22/1988,Rainbow,South Korea,,165,44,Jeonju,Rainbow Blaxx,,F,,,
Wooseok,Jeong Wooseok,정우석,우석,1/31/1998,PENTAGON,South Korea,,0,0,,,,M,,,
Wooshin,Kim Wooseok,김우석,우신,10/27/1996,X1,South Korea,,0,0,Daejeon,UP10TION,,M,,,
Woosu,Kim Minseok,김민석,우수,11/23/1999,IZ,South Korea,,0,0,,,,M,,,
Woosung,Choi Sunghyuk,최성혁,우성,9/24/1994,SNUPER,South Korea,,0,0,Seoul,,,M,,,
Wooyeop,Jo Wooyeop,조우엽,우엽,9/27/2000,TRCNG,South Korea,,179,0,,,,M,,,
Wooyoung,Jang Wooyoung,장우영,우영,4/30/1989,2PM,South Korea,,178,65,Busan,,,M,,,
Wooyoung,Jung Wooyoung,정우영,우영,11/26/1999,ATEEZ,South Korea,,172,0,,,,M,,,
Woozi,Lee Jihoon,이지훈,우지,11/22/1996,Seventeen,South Korea,,165,54,Busan,,,M,,,
Wow,Kim Seyoon,김세윤,와우,2/28/1993,A.C.E,South Korea,,0,0,Gyeonggi,,,M,,,
Wyatt,Shim Jaeyoung,심재영,와이엇,1/23/1995,ONF,South Korea,,0,0,Seoul,,,M,,,
Xeheun,Lee Seheun,이세흔,세흔,7/11/1999,Girlkind,South Korea,,0,162,,,,F,,,
Xero,Shin Jiho,신지호,제로,2/3/1994,Topp Dogg,South Korea,,0,0,Gwangji,,,M,,,
Xia Junsu,Kim Junsu,김준수,시아 준수,12/15/1986,JYJ,South Korea,,0,0,,,TVXQ,M,,,
Xiao,Lee Dongyeol,이동열,샤오,12/13/1998,UP10TION,South Korea,,0,0,Busan,,,M,,,
Xin,Wang Xinwi,왕씬위,씬,11/10/1996,VARSITY,China,,185,0,,,,M,,,
Xion,Son Dongju,손동주,시온,1/20/2000,Oneus,South Korea,,0,0,,,,M,,,
Xiumin,Kim Minseok,김민석,시우민,3/26/1990,EXO,South Korea,,173,65,Guri,EXO-CBX,,M,,,
Xiweol,Kang Minseok,강민석,시월,10/21/1996,VARSITY,South Korea,,174,0,,,,M,,,
Xiyeon,Park Junghyun,박정현,시연,11/14/2000,Pristin,South Korea,,164,51,,,,F,,,
Xuanyi,Wu Xuanyi,우쉬안이,선의,1/26/1995,Cosmic Girls,China,,166,0,Hainan,,,F,,,
Y,Choi Sungyoon,최성윤,와이,7/31/1995,Golden Child,South Korea,,0,0,,,,M,,,
Yan An,Yan An,옌안,옌안,10/25/1996,PENTAGON,China,,0,0,Shanghai,,,M,,,
Yano,Seo Sangwon,서상원,야노,9/27/1995,Topp Dogg,South Korea,,0,0,Seoul,,,M,,,
Yeah,Kim Haeun,김하은,예아,10/9/1999,Cignature,South Korea,,0,0,Gongju,,Good Day,F,,,
Yebin,Baek Yebin,백예빈,예빈,7/13/1997,DIA,South Korea,,164,43,Chuncheon,UNI.T,,F,,,
Yechan,Shin Yechan,신예찬,예찬,5/14/2001,1the9,South Korea,,183,64,Seoul,,,M,,,
Yechan,Kim Yechan,김예찬,예찬,11/26/1995,Pink Fantasy,South Korea,,159,45,,,,F,,,
Yedam,Bang Yedam,방예담,예담,5/7/2002,Treasure,South Korea,,0,0,,,,M,,,
YeeEun,Jang Yeeun,장예은,예은,8/10/1998,CLC,South Korea,,166,0,Dongducheon,,,F,,,
Yeeun,Hwang Yeeun,황예은,예은,1/12/1997,Blady,South Korea,,0,0,Gimhae,,,F,,yeeuneeeee_,
Yehana,Kim Yewon,김예원,예하나,2/22/1999,Pristin,South Korea,,0,0,Ilsan,,,F,,,
Yehyeon,Kim Yehyeon,김예현,예현,9/12/1999,GIDONGDAE,South Korea,,176,63,,,,M,,,
Yein,Jeong Yein,정예인,예인,6/4/1998,Lovelyz,South Korea,,166,0,Incheon,,,F,,,
Yein,Ahn Yein,안예인,예인,5/4/1995,MELODYDAY,South Korea,,168,0,,,,F,Lead Vocalist,yen_thankful954,
Yeji,Hwang Yeji,황예지,예지,5/26/2000,ITZY,South Korea,,0,0,,,,F,,,
Yellow,Kim Eunbi,김은비,노랑,5/5/1993,Pungdeng-E,South Korea,,156,0,Seoul,,,F,,,
Yena,Yang Yena,양예나,예나,5/22/2000,APRIL,South Korea,,0,0,Daegu,,,F,,,
Yena,Jeong Yena,정예나,예나,4/10/2000,G-reyish,South Korea,,0,0,,,,F,,,
Yena,Choi Yena,최예나,예나,9/29/1999,IZ*ONE,South Korea,,0,0,Seoul,,,F,,,
Yenny,Park Yeeun,박예은,예은,5/26/1989,Wonder Girls,South Korea,,165,0,Goyang,,,F,,hatfelt,
Yeo One,Yeon Changgu,여창구,여원,3/27/1996,PENTAGON,South Korea,,0,0,,,,M,,,
Yeoeun,Jung Jieun,정지은,여은,1/25/1990,MELODYDAY,South Korea,,169,0,,,,F,Leader,yeosilver,
Yeojin,Im Yeojin,임여진,여진,11/11/2002,LOONA,South Korea,,0,0,Guro,Loona 1/3,,F,,,
Yeonha,Ahn Yeonji,안연지,연하,5/19/2000,P.O.P,South Korea,,0,0,Yeondong,,,F,,,
Yeonhee,Kim Yeonhee,김연희,연희,12/6/2000,Rocket Punch,South Korea,,161,0,,,,F,,,
Yeonho,Ju Yeonho,주연호,연호,5/31/2000,Verivery,South Korea,,0,0,,,,M,,,
Yeonjoo,Song Yeonjoo,정연주,연주,6/26/1997,P.O.P,South Korea,,0,0,Ansan,,,F,,,
Yeonjun,Choi Yeonjun,최연준,연준,9/13/1999,TXT,South Korea,,183,63,,,,M,,,
Yeonjung,Yu Yeonjung,유연정,연정,8/3/1999,Cosmic Girls,South Korea,,167,52,Gwangmyeong,I.O.I,,F,,uyj_s,
Yeontae,Jeong Yeontae,정연태,연태,7/6/1992,IN2IT,South Korea,,178,58,,,,M,,,
Yeonwoo,Lee Dabin,이다빈,연우,8/1/1996,MOMOLAND,South Korea,,170,49,Seoul,,,F,,,
Yeoreum,Lee Jinsook,이진숙,여름,1/10/1999,Cosmic Girls,South Korea,,161,0,Seoul,,,F,,,
Yeoreum,Ahn Chaeyeon,안채연,여름,6/4/1996,Hello Venus,South Korea,,167,48,,,,F,,,
Yeori,Kim Soyeon,김소연,여리,5/30/1994,Gate9,South Korea,,164,0,Seoul,,,F,,yeori_g9,
Yeori,Choi Yeori,최여리,여리,9/8/1999,ARIAZ,South Korea,,0,0,,,,F,,,
Yeosang,Kang Yeosang,강여상,여상,6/15/1999,ATEEZ,South Korea,,173,0,Incheon,,,M,,,
Yeoun,Lee Kyeongbin,이경빈,여운,9/3/1997,ARGON,South Korea,,0,0,,,,M,,,
Yeowool,Ha Yeowool,하여울,여울,4/11/1998,Purplebeck,South Korea,,163,46,,,,F,,,
Yeram,Yang Yeram,양예람,예람,3/31/2000,Astin,South Korea,,0,0,,,,M,,,
Yeri,Kim Yerim,김예림,예리,3/5/1999,Red Velvet,South Korea,,158,0,Seoul,,,F,,,
Yerim,Jeong Yerim,정예림,예림,3/10/1997,Purplebeck,South Korea,,165,44,,,,F,,,
Yerin,Baek Yerin,백예린,백예린,6/26/1997,15&,South Korea,,165,0,Daejeon,,,F,,yerinb,
Yerin,Jung Yerin,정예린,예린,8/19/1996,Gfriend,South Korea,,167,0,Incheon,,,F,,,
Yeryung,,,예령,6/22/2002,Lusty,South Korea,,169,49,Busan,,,F,Sub Vocal,,
Yeseo,Kang Yeseo,강예서,예서,8/22/2005,Busters,South Korea,,0,0,,,,F,,,
Yeso,Lee Yeso,이예소,예소,11/13/2001,G-reyish,South Korea,,0,0,,,,F,,,
Yesung,Kim Jongwoon,김종운,예성,8/24/1984,Super Junior,South Korea,,178,64,Seoul,,,M,,,
Yezi,Lee Yeji,이예지,예지,8/26/1994,Fiestar,South Korea,,161,0,Gangneung,,,F,,-,fiestar__yezi
Yibo,Wang Yibo,왕이보,이보,8/5/1997,UNIQ,China,,182,65,,,,M,,,
Yijeong,Jang Yijeong,장이정,이정,9/10/1993,HISTORY,South Korea,,173,58,Jinju,,,M,,,
Yiren,Wang Yiren,왕이런,이런,12/29/2000,Everglow,China,,0,0,,,,F,,,
Yixuan,Zhou Yixuan,조이쉔,이쉔,12/11/1990,UNIQ,China,,183,65,,,,M,,,
Yiyeon,Jung Dasol,정다솔,이연,5/28/1995,BVNDIT,South Korea,,0,0,,,,F,,,
Yohan,Kim Yohan,김요한,요한,9/22/1999,X1,South Korea,,181,66,,,,M,,,
Yonggeun,Jo Yonggeun,조용근,용근,1/23/1995,D1CE,South Korea,,174,54,,,,M,,,
Yongguk,Bang Yongguk,방용국,용국,3/31/1990,B.A.P,South Korea,,182,60,Incheon,,,M,,,
Yongha,Yoo Yongha,유용하,용하,1/11/1999,1the9,South Korea,,177,64,,,,M,,,
Yonghee,Kim Yonghee,김용희,용희,2/17/2000,CIX,South Korea,,177,59,,,,M,,,
Yonghoon,Jin Yonghoon,진용훈,용훈,8/17/1994,Onewe,South Korea,,0,0,,,MAS,M,,,
Yonghwa,Jung Yonghwa,정용화,용화,6/22/1989,CNBLUE,South Korea,,0,0,Seoul,,,M,Vocal,,
Yongseok,Kim Yongseok,김용석,용석,1/8/1993,CROSS GENE,South Korea,,176,64,Seoul,,,M,,,
Yongseung,Kim Yongseung,김용승,용승,6/17/2000,Verivery,South Korea,,0,0,,,,M,,,
